,식당명,GRID_X,GRID_Y
1615,명자네추어탕,394815,528806
1616,산촌한방능이백숙,396876,524936
1617,태백한우촌,395204,526487
1618,주왕산에가면...,396024,525669
1619,손뿌리칼국수,395644,531436
1620,장수영양탕,396320,525421
1621,두레한우숯불구이,393417,525762
1622,황궁쟁반짜장문막점,384021,522760
1623,된장과막장,400461,529438
1624,밤골식당,392910,521197
1625,우렁각시쌈밥,393107,522398
1626,명윤설렁탕,393988,526947
1627,또봉이통닭행구점,397838,526946
1628,큐 바,395094,524694
1629,라스베이거스,389001,530312
1630,김복남맥주 원주기업도시점,388941,531119
1631,욜로카페,399182,525097
1632,사이돈까스,389368,530337
1633,대복감자탕,395827,525778
1634,보스부리또,394427,529774
1635,제천집,394427,528278
1636,청곡식당,396382,526665
1637,무릉도원,394608,528996
1638,개미왕갈비,395074,525976
1639,바우식당,393024,522130
1640,화사랑,399777,530894
1641,황골양지가든,400384,529716
1642,해달스낵,395656,527648
1643,우정집,395656,527648
1644,친절떡볶이,395656,527648
1645,인화 올갱이해장국,396170,527119
1646,대보짬뽕공화국,394700,529751
1647,치악산관광가든,405187,535970
1648,오소,401200,526949
1649,나무와새,392415,520378
1650,술취한산오징어,394032,527353
1651,종포식당 호저본점,393502,536499
1652,간현돈까스본점,385830,528995
1653,사랑찌개백반전문점,383857,522705
1654,밤나무집,385134,525542
1655,윤화로숯불구이,394325,526346
1656,청춘곱창,394639,529773
1657,투다리 동보점,394154,528230
1658,맥시칸치킨 삼익점,397103,526695
1659,산수가든,405423,536917
1660,구쌍다리식당,404803,535430
1661,또래오래 부론점,377965,511924
1662,그린식당,391963,519241
1663,파리바게뜨 원주단계점,394118,527759
1664,날으는자전거,399851,520868
1665,Coffee house Largo 라르고 커피하우스,394954,524563
1666,루체,395674,527443
1667,onTrip,399244,525099
1668,카페 in 관설점,396991,524116
1669,돈이좋은세상이야기,395105,525858
1670,연강춘,395553,527803
1671,엄마왕족발,394252,526033
1672,1994현대숯불갈비,394023,527214
1673,금정도토리묵밥집,393019,522130
1674,돌몰손칼국수만두,398240,531569
1675,함지박식당,390102,507679
1676,류의자능이버섯백숙전문,392465,523583
1677,오학닭갈비 본점,395682,527252
1678,MEGA MGC COFFEE 메가엠지씨커피 원주단구점,395625,525455
1679,지뎅,394574,529749
1680,진짜뚱뚱이김밥,394016,524998
1681,화로상회 원주 단구점,396431,524725
1682,옥구네,396429,526644
1683,베이징,395328,525105
1684,닭발굽는청년 기업도시점,388941,531119
1685,돼지칼국수,396103,527516
1686,훈이네 마늘빵,398256,524705
1687,인생역전구이,389111,530175
1688,호수돈까스,385184,524662
1689,서원고향부침,395693,527560
1690,광명곰탕,395151,531656
1691,느티나무집,389001,530312
1692,아리향,394077,525758
1693,페리카나 간현점,385669,529184
1694,강변숯불구이,396779,526082
1695,쌍동통닭,395610,531355
1696,처갓집양념치킨 명륜점,395100,525836
1697,보릿고개 원주시청점,393343,526588
1698,페리카나 태장점,395561,531343
1699,3대원주김치만두,400947,526970
1700,팔당닭발&오징어,393979,527288
1701,미스터피자 네네치킨 오크밸리점,384181,536918
1702,들꽃이야기,407314,518881
1703,남부통닭,396304,526539
1704,마이샌드위치,394247,527606
1705,또래오래 원주신림점,407459,514208
1706,청정막국수,395319,525363
1707,커피인디고,394469,529567
1708,쩐주단 원주중앙점,395629,527594
1709,페리카나 남부점,395882,526275
1710,오크뷰,384227,536950
1711,진미양념통닭,394612,529721
1712,배추와 알타리,397070,526779
1713,중식당 김사부,399177,525279
1714,페리카나 흥업점,393140,522368
1715,넘버원김밥,399102,524733
1716,용이네,395201,526964
1717,JH정육식당,396401,524391
1718,사신떡볶이 단구점,396105,525609
1719,송암막국수,385986,533996
1720,흥업뼈다귀해장국,392982,521984
1721,힐스구이집,383104,533914
1722,졸도족발,393773,527420
1723,청담추어탕,393672,526260
1724,사진정원,400773,529188
1725,석화의계절,397392,526340
1726,윤이분식,394207,527520
1727,윤가네김밥,399005,525093
1728,땅스부대찌개 원주단구점,396302,524417
1729,아메르,388902,531135
1730,대게조아,395640,525561
1731,하코스시,393877,525695
1732,로뎀에스프레소 관설점,407710,513763
1733,터치카페 원주단관점,396424,524577
1734,본심오향족발,397891,524206
1735,마왕족발 원주혁신도시점,398329,524661
1736,만남이참좋다,395597,524428
1737,한식뷔페 무실점,394444,526143
1738,돈벼락,394435,529542
1739,느림의미학,395198,524844
1740,와플대학,398367,524633
1741,총두순대 단계점,394192,526760
1742,청년다방 원주단계점,394189,527081
1743,365 메가분식 365,399005,525093
1744,너를위한케이크,393816,525705
1745,북문당,398971,525115
1746,米味美(미미미),398868,524926
1747,야미그린,399169,525158
1748,옥로원조2대손짜장,389925,507513
1749,유진손두부,391958,519227
1750,또래오래 원주흥업점,393144,522281
1751,대명숯불구이,393134,522341
1752,흥업식당,392982,521794
1753,금대리할매집,401248,518682
1754,수참치 단계점,394073,527362
1755,비원갈비,389717,526257
1756,닭갈비먹는날,396561,525332
1757,노다지야식,395643,527298
1758,용수골수락정,394791,520861
1759,모두량본점,397069,526692
1760,김밥사랑,394364,528285
1761,소두방삼겹살,395088,525875
1762,송어마을식당,407544,517242
1763,박대감화로구이단계점,394189,527116
1764,천수궁,394711,528630
1765,한방촌능이백숙,394025,527423
1766,흥업원주영양탕,391527,523465
1767,호호부대찌개본점,400530,526850
1768,행운이가득한밥집,395545,527452
1769,복두꺼비식당,393014,521864
1770,네네치킨 태장점,395599,531526
1771,황윤서 맛집,396487,524268
1772,처갓집양념치킨 강원학성점,394756,527994
1773,BBQ치킨 원주봉산점,396815,526915
1774,황둔찐빵마을,417131,517783
1775,원주복추어탕,396333,526286
1776,대명산장어구이,394268,527563
1777,소초장터추어탕,398736,532321
1778,운채,400748,526558
1779,구홍가네,394365,526516
1780,열날개원주점,394212,527327
1781,매지리막국수,396870,526226
1782,바다양푼이동태탕 원주단계점,394276,527295
1783,원주한우가마솥설렁탕,395802,529523
1784,엄나무집,391448,517342
1785,한솥도시락 원주상지대점,394507,529785
1786,신의주 순대와 쭈꾸미,394119,528917
1787,삼익반점,397245,526706
1788,이가홍가,395220,527626
1789,설악숯불갈비,394232,527454
1790,후원염소전문점,395936,527791
1791,다정한식야식,394087,526487
1792,어머니손칼국수,389184,530145
1793,기계우동옛날짜장 원주본점,395237,527588
1794,등뼈해장국,405037,537344
1795,삼미막국수,392482,520273
1796,피노키오,394242,527525
1797,투다리 태장주공점,396040,531459
1798,정선막국수,395846,527843
1799,정환이네구이,396479,528376
1800,돼지캠퍼스 원주1호점,392153,519619
1801,주래등,407444,514152
1802,엄지스낵,395797,527697
1803,찰로원,395933,526484
1804,고향쌀찐빵,404790,535460
1805,토속한정식두부마을,400762,528403
1806,하루,399757,530973
1807,산골순대,396678,526362
1808,소문난돈까스,397400,526689
1809,웰컴투돌갱이,401038,528284
1810,"부성식당 손칼국수, 만두국",395875,525362
1811,계곡산장,401651,521080
1812,명화정육점식당,394897,526505
1813,흥부돈까스,394575,529505
1814,파리바게뜨 원주청구점,394919,524828
1815,아부찌부대찌개 원주기업도시점,388632,530887
1816,자담치킨 원주기업도시점,389555,530221
1817,홍대편의점포차 원주단계점,394267,527219
1818,브리앙뜨,399170,524743
1819,BBQ치킨 원주명륜점,395181,525285
1820,술가락,395693,527560
1821,유남원조한방감자탕,396527,525342
1822,향교막국수,395614,526144
1823,여지원,396303,526692
1824,원주김치만두,395747,527684
1825,장터촌,396015,527493
1826,부다부다,394292,527435
1827,파리바게뜨 원주우산점,394585,529745
1828,꽃담우정육식당,397660,524239
1829,블랑,393349,526893
1830,꼬꼬머꼬,392282,519727
1831,진짜족발,395430,525197
1832,맹이네갤러리타운,400678,527994
1833,족발슈퍼,394901,529903
1834,맘스빈,394218,528149
1835,치악산플라워펜션민박식당,405282,536211
1836,감성커피 원주무실점,393999,525812
1837,초원숯불구이,396701,526363
1838,심원황태전문점,394902,529913
1839,불타오르다,394168,527416
1840,함박골,396603,531268
1841,페리카나 장양리점,396305,533950
1842,치악골가든,402394,537302
1843,지코바치킨 명륜점,395198,525838
1844,황둔수산,417283,517416
1845,오색막국수,396400,531228
1846,아흔아홉골가든,400391,519466
1847,자연산추어탕,395208,525848
1848,일호감자탕,397003,526780
1849,강산에,405280,536311
1850,케리홈치킨 원주흥업점,390110,525487
1851,메밀촌,395153,526666
1852,대추나무막국수,391630,517716
1853,태권치킨 단계점,393663,527492
1854,대들보보리밥,399146,531543
1855,금성식당,396124,527157
1856,호저신토불이,390888,535412
1857,한양왕족발,394135,527338
1858,제이스22,391955,519184
1859,놀부부대찌개 치악휴게소상행점,404516,517212
1860,제주은희네해장국 원주일산점,395591,527389
1861,미소갈비탕,395084,525811
1862,고모네,392291,519752
1863,우리집포차,394799,529447
1864,덕곡막국수,397059,526705
1865,통큰갈비 봉산점,397061,526663
1866,오막집 원주점,396438,525966
1867,사랑채,400552,526892
1868,홈런반점,377984,512015
1869,칡산에,394218,527451
1870,돌부대찌개 단계점,394248,527455
1871,명물닭갈비,395140,525856
1872,1번지삼겹살,394045,527375
1873,우성닭갈비 원주점,394233,527301
1874,복남이네쌈밥,396384,526750
1875,금룡,393000,521845
1876,홍대포,399578,526863
1877,한신삼겹살,395930,525484
1878,삼겹살마니아,392171,519606
1879,페리카나 구곡현대점,395395,525058
1880,금대장터,399729,520718
1881,금강산막국수,394281,526232
1882,교촌치킨,393994,527334
1883,다래쌈밥,397103,526695
1884,페리카나 개운점,395970,525539
1885,원주밥상,395783,527812
1886,초원칼국수 신림점,407500,514262
1887,삼봉쉼터,382415,529898
1888,고향보리밥집,393071,522286
1889,돌담집,399933,530434
1890,원스커피브런치,400795,528305
1891,네네치킨 단계점,394237,528205
1892,페리카나 삼광점,397373,526684
1893,파죽지세,400677,526939
1894,제주본가,397710,531024
1895,새마을식당 원주단계점,394184,527194
1896,페리카나 부론점,377896,511677
1897,매봉산장,412442,517624
1898,단계칼국수,394325,527850
1899,칸꼬시,395235,527013
1900,딱따구리,396023,531426
1901,동원섭해물칼국수,395882,525371
1902,비스트로 하루에,395058,525083
1903,원이네족발보쌈,392310,519780
1904,코벤트 가든,390956,510847
1905,송천순대,391491,517529
1906,우리왕만두,396541,526350
1907,나래분식,395747,527684
1908,골방에서,396689,523782
1909,돈앤탄 원주본점,395091,525029
1910,달래식당,395683,531112
1911,소호객잔,395792,525315
1912,만두와도너츠,394151,528231
1913,굽네치킨 원주개운점,396834,526634
1914,봉화산순대,393636,527497
1915,장금이감자탕 명륜점,395827,526185
1916,서울순대국,394639,529836
1917,도스마스 연세대점,391959,519286
1918,치악축산직영식당,397118,526735
1919,퐁당,385448,525889
1920,바우골분식,392921,528153
1921,수철이네왕새우튀김 원주기업도시점,389504,530557
1922,생활맥주 원주기업도시점,388919,531141
1923,영랑옛통닭,398654,526519
1924,또바기,385950,528915
1925,부성식당,396345,531121
1926,김밥나라 단계평원점,394173,527534
1927,잔비어,396414,528387
1928,소담오향족발본점,393796,527385
1929,강릉동치미막국수,397970,526832
1930,상지골,394525,529524
1931,와사비횟집,396234,524892
1932,배불불 순대집,394847,532478
1933,예진이네김치만두,395741,527698
1934,원조설악추어탕 원주점,395876,532714
1935,와와반점,396567,528875
1936,진골가든,405270,536290
1937,농부가,383994,509418
1938,또래오래 무실점,393375,525705
1939,산동원,395607,527830
1940,한지촌,397546,523978
1941,신계 봉산점,397332,526712
1942,원조남원추어탕태장점,395707,531357
1943,하루,392159,519561
1944,순창추어탕,395261,525746
1945,대흥횟집,396663,525001
1946,해송횟집,393671,527479
1947,59쌀피자 원주무실점,393700,526096
1948,카페띠아모 원주단계점,393683,527454
1949,만두마루,395817,524646
1950,아름다운사람들,394412,529778
1951,봉화산설렁탕,393925,527071
1952,도미노피자 문막점,384091,523118
1953,커피숲,401520,527378
1954,본양평해장국,396242,528262
1955,호박골영양돌솥밥,396147,527127
1956,가던길멈추고,395355,527870
1957,간현 우리소,385458,529194
1958,김순봉설렁탕,398901,532363
1959,김가네소머리국밥,396078,527491
1960,수림순대국,384190,523275
1961,화성토종순대국 문막점,384241,523262
1962,양푼갈비참숯불구이,394094,527321
1963,돈삼겹,393932,527495
1964,김밥천국 행운점,395015,525659
1965,동화루,394291,526239
1966,현대반점,395428,526532
1967,한우한마당,396426,524760
1968,명륜진사갈비 원주태장점,395795,530245
1969,커피라디오 1호점,397250,524165
1970,경포회수산,396676,525557
1971,송탄부대찌개,385100,524536
1972,연산순대국,383793,522454
1973,뚜레쥬르 원주봉화산점,393682,527543
1974,금대별장,401518,519490
1975,일호감자탕 기업도시점,389044,530089
1976,굽네치킨 원주단계점,394109,527390
1977,투다리 단계점,394171,527403
1978,다사랑스낵,395656,527648
1979,칡산에 별관,394220,527434
1980,부강식당,396001,532820
1981,미가일식당,396035,532869
1982,실크로드,407811,514944
1983,평창송어횟집,396341,524442
1984,봉선루,398842,526822
1985,단골맛집,395865,525660
1986,전가복,396725,524273
1987,영월식당무실점,393427,525737
1988,차이나흑룡각,395144,526971
1989,녹두장군,396429,526692
1990,순용이네곱창,393656,527507
1991,장금이감자탕,395926,531340
1992,홍어마당,395989,531181
1993,포차35구역 원주상지대점,394617,529685
1994,신기냉면,399357,526835
1995,갈비토대왕원주단구점,395890,525181
1996,대관령감자탕,385020,524525
1997,주문진문어세꼬시,393217,525826
1998,명성숯불구이정육점,395876,526260
1999,땡벌해장국 원주본점,396476,524641
2000,BHC치킨 원주개운한신점,395955,525529
2001,원주장어랑갈비랑,395092,524492
2002,형제곰탕,393681,527255
2003,피자와치킨의러브레터 단관점,396716,524828
2004,짜장불패,395235,524368
2005,역전할머니맥주 원주 단계점,394220,527304
2006,쪼끼쪼끼 원주남부점,396124,526734
2007,큰집,396442,528438
2008,명성숯불구이,396561,525340
2009,아무리찾아도찾기힘든집,395656,527648
2010,닭스,395101,524724
2011,김밥사랑,396616,525076
2012,송학순대국,393757,522852
2013,카페 스테이모어,395694,527337
2014,인생막창 무실점,393392,525732
2015,신골목포차,397188,526715
2016,또래오래 무실2호점,393375,525705
2017,베이커리&카페궁,399296,526850
2018,솔아띠몽 원주본점,393908,525666
2019,돼지우리,396337,524562
2020,카페IN,396202,526098
2021,마왕족발 원주단계점,394625,526363
2022,라화쿵부 원주단구점,396411,524477
2023,티라노키친,393654,526313
2024,모구모구,393985,525712
2025,가까운유럽,393877,525695
2026,더롱블랙,389001,531414
2027,부귀해장국,377994,511743
2028,농가,396767,524506
2029,교촌치킨 원주기업도시점,389202,530262
2030,에이프럴릴리,389493,530179
2031,뚜레쥬르 원주봉산점,397165,526669
2032,만나칼국수,394324,527836
2033,청주본가,396912,524297
2034,치킨뱅이 동원주점,396569,528876
2035,농가 원주점,396767,524507
2036,만나닭갈비무실본점,393466,525762
2037,명인만두 원주단구점,395735,525362
2038,즉석김밥,395216,525804
2039,김가네원주추어탕,396370,523800
2040,나나이모,398289,530824
2041,고기앞으로,395744,525288
2042,용흥감자탕본점,396637,525408
2043,영양콩손칼국수,396011,529112
2044,이삭토스트 무실점,393700,526096
2045,구이가 원주터미널점,394179,527163
2046,피자스쿨단계점,394180,527835
2047,코코호도 남원주점,395626,525455
2048,병천토종순대,396174,526998
2049,살렌토커피,398932,525053
2050,곱창고 원주단구롯데시네마점,395595,525426
2051,돌삼겹,389146,530079
2052,국수집,395170,525091
2053,1943 원주점,394156,527278
2054,차이나타운,394937,527134
2055,뚱보집 무실점,393985,525712
2056,오월,389597,530217
2057,고씨족발,389084,530181
2058,장가네보리밥,400453,526837
2059,꼬짱꼬마김밥,389372,530209
2060,자연산매운탕,388109,529445
2061,정서방국밥,395175,524532
2062,소당지짐이,395941,525511
2063,꿀꿀꿀찜탕,395837,531402
2064,최가네고기촌,394698,529727
2065,소꿈돼지꿈,396330,527368
2066,바우네나주곰탕 기업도시점,389314,530094
2067,고피자 원주무실점,393987,525824
2068,카페인시애틀 원주우산점,394290,528862
2069,자스민,393498,525710
2070,고씨네양념구이,393760,526190
2071,피자스쿨 문막동화점,385046,524932
2072,피자스쿨 원주단구점,396205,524328
2073,피자스쿨 원주무실점,393819,526047
2074,피자스쿨 원주태장점,395989,531181
2075,피자스쿨 원주우산점,394617,529732
2076,전광수커피하우스원주점,394303,525533
2077,파리바게트 원주이안점,394290,528862
2078,숨비소리 원주점,393814,527195
2079,장터보리밥,396024,527571
2080,The Cafe JJ,394205,526153
2081,cafe 청담,396053,527140
2082,충전당,393948,525690
2083,참새방앗간,394996,527100
2084,화룡양꼬치,395217,527542
2085,맛존,391959,519286
2086,오크가든,385921,534197
2087,우리가족최고,395236,525222
2088,김치뽀그리찜,396731,525068
2089,전라도묵집,403420,537990
2090,학교종이땡땡땡잔치국수,395190,527563
2091,명가옥설렁탕,385095,524655
2092,홍콩반점0410 원주중앙점,395836,527523
2093,바우집중앙점,395819,527726
2094,떡뽁이스쿨,394547,529550
2095,돈통삼겹살,395917,525422
2096,북경반점,396301,533961
2097,한촌설렁탕 남원주점,395105,525035
2098,루체,395090,524357
2099,진바식당,393650,527471
2100,남부부침,396163,526788
2101,투다리 코아루점,396771,523646
2102,청기와집,394849,529770
2103,땡큐닭갈비원주본점,396499,524199
2104,팔도낙지,397972,526834
2105,안스게장 원주1호점,393799,527482
2106,둥지감자탕흥업점,392857,522367
2107,권식당,392272,519653
2108,단골손님 원주단계점,394201,527208
2109,통통이포차,396114,525268
2110,신촌막국수,398076,522602
2111,지박사막국수,393335,524788
2112,보학식당,393987,527063
2113,형제갈비본점,397785,526524
2114,바다회 산오징어,394516,528854
2115,티바두마리치킨 단구점,396106,525265
2116,시골쌈밥,385923,534136
2117,곽만근갈비탕 원주단구점,395752,525266
2118,부산횟집,393591,526378
2119,선화전복삼계탕본점,393836,526130
2120,우산동옹심이칼국수,394590,529035
2121,대왕회관,396314,527624
2122,교동짬뽕,395178,524546
2123,부자밥상,395219,525240
2124,이슬처럼동네포차,397229,526687
2125,월남쌈김상사 원주단계점,393679,527188
2126,진경반점,391653,528531
2127,무실뼈다귀감자탕 개운점,396396,526855
2128,파니니,400661,529205
2129,킬로그램,385053,524982
2130,박달재김치찌개전문점,395795,530245
2131,스시하루,395567,527397
2132,본섬조개마을 본점,396413,524440
2133,시골할머니추어탕,396859,523878
2134,심마니식당,396550,527131
2135,1 2 3 포차,396507,524617
2136,짬뽕타운본점,392790,520954
2137,몽크,395554,527064
2138,진선네부침,396163,526788
2139,송학순대국,385294,525528
2140,산야초밥상,398184,531593
2141,치킨마루 관설근린공원점,396495,524232
2142,황금오리,387829,528344
2143,소담촌 원주무실점,393924,525828
2144,황금룡,383804,522727
2145,커피더샵,395132,525273
2146,태향원 본점,394035,525578
2147,달콤한청,385286,524194
2148,감미로운,395701,525344
2149,California mom&#39;s,395960,527186
2150,새마을식당 원주감영점,395900,527356
2151,파리바게트 원주롯데캐슬점,389257,530649
2152,팔공티 단계동점,394189,527081
2153,토끼전,389196,530081
2154,가베라티오,393725,527278
2155,또봉이통닭 원주 경동대점,382292,518312
2156,봉화산유황오리참숯불구이,393453,527453
2157,커피베이 기업골드파크점,388919,531141
2158,용수골가든,394940,520119
2159,유로코피자 강원 원주점,395235,525712
2160,오서방보쌈,393803,526238
2161,닭갈비봉천막국수,396972,526832
2162,명동닭한마리,399973,527412
2163,미주학당 단관점,396570,524357
2164,둥지가든,385811,529026
2165,돌부대찌개,395027,529981
2166,경아네구이,393595,527424
2167,커피하우스별,393968,522876
2168,본가영빈관원주점,394804,529994
2169,장미주택,394094,527321
2170,신가네해물찜,396802,523768
2171,본스치킨 단계점,394193,528225
2172,박대감화로구이 롯데시네마점,395614,525377
2173,오대양수산,395701,530766
2174,가보자토종순대국밥,394117,527079
2175,산에는꽃이피네,401660,521138
2176,진풍영양탕,397297,526692
2177,BBQ원주무실점,393003,526206
2178,왕대박수산봉화점,393664,527293
2179,대복장수촌,393777,526282
2180,옹달샘생선구이백반,394759,529740
2181,치마바우,401588,527411
2182,산마루,401594,527511
2183,호식이두마리치킨 원주2호점,397185,524424
2184,장충동왕족발 원주점,395668,525906
2185,치악산한우타운,393496,525150
2186,슬기네감자탕,395522,527453
2187,향교손자장,395751,526200
2188,땅스부대찌개 원주태장점,396044,531204
2189,문팰리스&뜨화덕 단계점,394045,527350
2190,바다향횟집,396025,533011
2191,오븐에빠진닭 단계무실점,394228,526209
2192,원조황소곱창구이,396528,524671
2193,나누리곰탕,399317,533189
2194,삼교리동치미막국수강릉본점직영,392722,523495
2195,떠들석갈비,401236,529230
2196,한양식당,394394,526278
2197,김밥천국 반곡점,397011,526153
2198,허선웅닭갈비 본점,393612,527468
2199,메가커피 원주터미널점,394189,527081
2200,미쳐버린파닭 원주연세대점,392346,519767
2201,대한각,400644,535119
2202,부대찌개마을,396750,524390
2203,김밥나라 명륜점,394883,524908
2204,짜장판다,394283,526338
2205,미소손짜장,396354,526512
2206,가마솥설렁탕,397311,524125
2207,청담칼국수,393707,526139
2208,신춘천닭갈비,399382,525088
2209,통큰갈비 원주태장점,396349,531235
2210,하레비,393203,522446
2211,큰손손만두,395569,531395
2212,본죽&비빔밥카페원주태장점,395994,531330
2213,유진닭갈비,394892,524897
2214,뚜레쥬르 원주기업도시점,388963,531161
2215,복꺼비양푼이동태탕,396475,524467
2216,테이블바이윤,395183,524314
2217,용우동 무실점,393857,526015
2218,민들레,395320,525054
2219,명우해장국,395940,527662
2220,비에치씨(BHC)흥업점,392199,519665
2221,봉산지짐이,396329,527585
2222,코끼리왕만두,394412,529802
2223,장독대보쌈,395717,531290
2224,우리밀국수,394677,529756
2225,속초어시장,396451,524560
2226,카우카우,395106,524846
2227,돈내고돈먹기,394456,529795
2228,웰덤치킨 원주로데오점,395670,527399
2229,무실그집쭈꾸미볶음,393336,525652
2230,옛날부침,396163,526788
2231,송학순대국(봉산점),396965,526842
2232,노뜰,396610,524542
2233,강원도막국수,393411,525623
2234,크라운호프 원주단계점,394133,527316
2235,기와집보신탕,391849,523331
2236,임꺽정쌀보리밥부페,395567,527397
2237,장인족발 본점,393438,525699
2238,짱구지짐이,393384,525625
2239,몽그리즈,400057,529748
2240,태향원마라탕마라샹궈,394005,525877
2241,산촌곤드레밥,411278,516656
2242,산오징어횟집,396761,524705
2243,매호리느티나무집,390582,534776
2244,맘스터치 원주롯데시네마점,395735,525362
2245,황장군,384265,524368
2246,족발중독,396413,524363
2247,신떡 원주구곡점,395663,525422
2248,과장님댁소곱창,396886,523847
2249,치요남치킨 태장우산점,396247,528252
2250,준과랑,396582,524395
2251,용궁횟집본점,394773,523959
2252,두부명가,395729,527268
2253,BOBCAFE오므토마토,394444,529773
2254,코발트,401092,526802
2255,주머니,397201,524307
2256,땡촌닭발,396545,524698
2257,묵호어판장,394353,526548
2258,작은뜰,401161,526948
2259,병천 가마솥 순대,395823,531299
2260,용우동 원주태장점,395718,531553
2261,커피더판다 천매점,395202,524723
2262,기쁨이네돈까스,399096,525205
2263,명륜진사갈비 원주단구점,396382,525338
2264,서울숯불갈비,393220,522211
2265,킴스참치,394187,526746
2266,전선생,392287,519739
2267,피제이피자,395799,525574
2268,참돌이더블치킨 상지대점,394444,529773
2269,은송원김치찌개 제주삼겹살 본점,393543,527445
2270,메밀골동해막국수,394963,528279
2271,치악녹각삼계탕,395284,524633
2272,풀잎향기가든,412187,516685
2273,봉창이해물칼국수,393403,525682
2274,제일해물닭갈비,395968,531399
2275,옥돌이하오하오,396423,525199
2276,설원칡냉면보쌈,396839,524201
2277,남원전통추어탕,396747,524327
2278,소말뚝원주본점,396418,524553
2279,원주순두부,392608,522518
2280,놀멍,393814,526275
2281,제주도생삼겹살,397014,524120
2282,제이핸드,395763,527528
2283,닝샤샤,398593,524875
2284,심스커피,396939,524070
2285,빵오네뜨,388574,530988
2286,강호동치킨678,393737,526239
2287,자작나무장어구이,397553,530621
2288,노엔트리,395284,525665
2289,사니다카페,392613,533876
2290,꽈배기를 잘 하는 집,395610,527622
2291,꽃피당,396624,526354
2292,사탄곱창,394810,526767
2293,샘스베이글,398795,525019
2294,땅스부대찌개 원주기업도시점,389493,530179
2295,석봉토스트 원주터미널점,394168,526935
2296,배스킨라빈스 원주태장,395582,531452
2297,오가네아구찜,396422,524454
2298,미스터피자 원주단관점,395764,525338
2299,원주옹심이메밀칼국수,395154,525043
2300,미스사이공 원주단구점,395701,525390
2301,가장맛있는족발 원주단계점,394205,527305
2302,김밥나라,396085,526619
2303,방탄소곱창,394008,527449
2304,바우집,396484,524205
2305,심야포차태권브이,393791,526072
2306,치킨더홈 원주기업도시점,388574,530988
2307,뒷고을,396178,524515
2308,김밥천국무실점,393789,526070
2309,보헤미안,395214,524272
2310,양지구들장,394128,527439
2311,착한오리 구이원주점,396876,526403
2312,하나더치킨 단구점,396757,524841
2313,뜰안,396173,526641
2314,수라칼국수,396982,524218
2315,남원주숯불갈비,393542,525703
2316,야생사과,392171,519585
2317,서군착한초밥&선술집,395729,524462
2318,준치킨,396569,524701
2319,엄마황태보리밥집,395773,526227
2320,원가네고깃집,395092,525958
2321,이모네가정식백반,396122,527418
2322,파파존스 원주단구점,396604,524728
2323,김밥천국,394585,529745
2324,저팔계단계점,393967,527338
2325,돈초랑 원주1호점,395152,524554
2326,커피하우스바흐,396254,523980
2327,원조홍천닭갈비,396419,524681
2328,소담,400814,528299
2329,꿀단지,401514,519138
2330,멕시카나치킨 성원점,394936,526608
2331,횡성한우곱창알천원주본점,396469,524338
2332,교촌치킨 무실점,393403,525682
2333,양평해장국문막점,384274,523283
2334,강릉교동짬뽕태장점,395695,531355
2335,옛집왕족발보쌈막국수,393943,527366
2336,가츠혼,393789,526070
2337,구학닭갈비,394585,529549
2338,영랑애가,398637,526550
2339,녹두누룽지닭백숙,388558,530789
2340,수제순대전문점권순대,393134,522354
2341,자가제빵선명희피자 원주무실점,393700,526096
2342,커피에반하다 원주기업도시점,388963,531161
2343,돌부대찌개소초점,398318,531836
2344,테이블제이,394958,524888
2345,통코,397013,526848
2346,미주학당 본점,395230,524344
2347,제주곶감식당,396420,523875
2348,저팔계 단구점,396443,524461
2349,황곰바지락칼국수,395090,526478
2350,교촌치킨 태장점,395602,531544
2351,장독대항아리보쌈,396512,524517
2352,왕눈이참숯불구이,393119,527568
2353,일호감자탕 태장2동점,395902,531276
2354,용연김치찌개,396466,524548
2355,태백한우촌,393808,527954
2356,토우,396586,524408
2357,BBQ치킨 원주단관점,396461,524217
2358,소문난삼계탕(남부시장),396127,526844
2359,수라수산,395202,526959
2360,네네치킨 단관점,397133,523996
2361,즉석김밥나라 태장2호점,396312,528195
2362,쟁반통닭앤아주포차,393423,525709
2363,두꺼비식당 원주점,396387,524442
2364,황금돼지,394529,529471
2365,바다손칼국수,396020,525610
2366,금황해물짬뽕,383899,522838
2367,정원도토리임자탕,394430,528057
2368,심야포차 1987,396332,524432
2369,도화게장장어한정식,396574,523847
2370,서원손두부촌,395414,525657
2371,왕가유황오리진흙,385754,534497
2372,금년통마리동태탕,393226,525752
2373,총각순대,397099,526753
2374,딱순이,394639,529773
2375,장군한돈,393830,526169
2376,화룡양꼬치 단구점,396352,524456
2377,웰덤치킨 원주단계점,394129,526618
2378,대학반점,394440,529573
2379,치악기사식당,396026,532870
2380,미미맨숀,394519,529453
2381,치킨뱅이 원주점,396389,524604
2382,오마이갓돈까스 태장점,395878,530780
2383,한일반점,396650,531259
2384,토지옹심이,396515,524559
2385,청정고을순대 무실점,393483,525750
2386,미탄무지개송어,395150,525848
2387,목원떡갈비,393959,533461
2388,우리돈 김치짜글이,396857,524138
2389,一味(일미)풍천장어,396201,524502
2390,간현돈까스칼국수 문막점,385146,524733
2391,마미손,394586,529567
2392,처갓집양념치킨 단계점,394599,526972
2393,가마솥엄나무삼계탕,394270,527592
2394,대관령갈비명가,395890,526301
