,식당명,GRID_X,GRID_Y
822,스마일명품찹쌀꽈배기 원주점,394567,529396
823,청담순대,396385,526611
824,365분식(떡볶이),397978,524237
825,본죽&비빔밥cafe 원주법원점,394009,525761
826,에이브레,396189,527072
827,찬이네감자탕,393977,527101
828,볼륨1412,392036,519449
829,59쌀피자 원주중앙점,395678,527401
830,사누키우동족발,398691,524964
831,크렘,394627,527018
832,드림펍,394124,525573
833,오르새피자 남원주점,395623,525839
834,호반식당,389047,530116
835,아비꼬 원주무실점,393966,525798
836,황금찹쌀꽈배기 원주점,395629,527594
837,여우다방,396312,528195
838,청년포차,392278,519540
839,숲앤휴,395013,520035
840,천매칼국수,395182,524462
841,초원갈비,396375,527466
842,아지트제트,395616,525413
843,원주뚝배기짬뽕,394105,525552
844,이시오시김밥,394009,525761
845,왕짬뽕,396560,524580
846,초닭 명륜점,395191,526558
847,카페써니,395420,525502
848,응급실국물떡볶이 원주무실점,394100,525800
849,봉숯불갈비,385283,525591
850,썸짓,395594,527762
851,보글보글돼지볶음찌개,396152,527120
852,돌부대찌개 흥업점,393090,522212
853,카페딕셔너리,394001,529752
854,또바기언제나한결같이꼭그렇게,395227,525113
855,원주속초닭강정,396126,526568
856,브라운돈까스 원주 혁신점,398496,524605
857,손가네지짐이,394660,529403
858,낭만닭강정,393087,525883
859,커피와나무,393718,527211
860,혼술다찌,393482,525729
861,창스시,395128,528195
862,기리부엌,393618,526368
863,돈카돈카,389210,530191
864,라멘 돈부리 이쿠조,389305,530145
865,미니펍 원주단계점,394189,527081
866,오장동흥남집 원주점,393784,527081
867,왕쌀떡볶이,393789,526070
868,쿠치나 디 세나,393339,525631
869,드롭탑 문막휴게소점,387638,525949
870,솔반,393494,525179
871,설빙 원주단구점,395626,525455
872,우리두리 분식,393977,527801
873,에비야,395114,526916
874,벨르마카롱,393922,525765
875,크래프트한스 원주무실점,393943,525753
876,홍갈비,396254,526962
877,또래오래 간현점,385739,529160
878,달다구리,396998,524312
879,싶다,393100,522087
880,가마치통닭 태장점,395812,531087
881,꿈의두부,400628,526872
882,미돈미가,398161,524790
883,담짜장,398161,524790
884,원주수산 양어장횟집,396573,528578
885,옥봉네국밥집,395656,527648
886,2도비어 원주혁신점,398301,524840
887,만나식당,394867,529869
888,탄탄면공방 원주단계점,394189,527081
889,메가커피 원주단구점,395626,525455
890,르브레노,396939,526849
891,쿠바블랜딩,393880,526164
892,썬다방,394190,527265
893,그리너리,394838,521007
894,닌자고쿠시,398424,524865
895,멕시카나치킨 단관점,397152,524079
896,아시안라운지,393924,525828
897,바다별마켓,397300,525800
898,김밥클럽,393382,526495
899,어게인,393175,522426
900,쁘띠제이,395656,527648
901,엘에이,394113,527360
902,잼므,395296,524630
903,꼬망,395693,527560
904,성실메밀부침,396331,526271
905,명륜미술관,395938,526562
906,오클라우드 무실점,393673,525542
907,김양비어 원주단구점,396405,524430
908,건강로 행복식당,399134,524784
909,동명카츠 원주단구점,395626,525455
910,올리앤 원주점,397999,526584
911,엔돌핀팩토리,393027,528288
912,심야포차1987,393948,525690
913,신전떡볶이 원주기업도시점,389210,530191
914,선,396510,524716
915,예술,394237,527337
916,치킨플러스 원주우산점,394847,529985
917,라돌체비타,401109,527537
918,못말리는 파닭 흥업점,392497,522549
919,부자밥집,393313,526414
920,원주장진우식당,395876,527291
921,배말소머리국밥,396986,526871
922,치킨마루 명륜도영점,395158,525741
923,오가네 손두부막국수,385304,529292
924,아삭아삭과일카페,393714,525592
925,라무진 원주센텀점,394009,525761
926,도향막국수,394851,526649
927,무실막창,393891,526130
928,철인7호 원주우산점,394598,529622
929,석관동떡볶이 원주중앙점,395651,527557
930,엄청난떡볶이,393987,525824
931,오전한시,393718,527211
932,더리버카페,377953,511935
933,별천지갈비탕,377966,511816
934,커피헤브론,399089,524890
935,호구,393753,527531
936,골목식당 개운점,396315,526717
937,미쳐버린파닭 원주상지대점,394626,529768
938,싸움의고수 무실점,393915,525719
939,FROG,393767,527366
940,하노이별 원주무실점,393966,525798
941,풍년족발,396853,525187
942,설원칡냉면 중앙점,395955,527210
943,베트남노상식당 무실동점,394005,525877
944,강해루,398324,537329
945,커피쿠잉,396338,527300
946,주문진동태탕,397978,526857
947,지코바치킨 단구점,396596,525344
948,하노이포 원주점,395351,525341
949,카페 아리,396453,526340
950,미가 콩나물국밥&잔치국수,393330,526440
951,분홍카페,385200,524133
952,코코힐,400525,527958
953,우리동네국수집 기업도시점,389364,530175
954,모찌네식당,394523,529797
955,태양부양꼬치 무실점,394134,525664
956,스타벅스 원주명륜DT점,395748,526002
957,전여사곱창,398884,524945
958,미스터피자 원주터미널점,394204,526859
959,봉봉떡볶이단계점,394466,528586
960,행복돈까스&스파게티,394936,526608
961,조이룸보드게임카페,395800,527511
962,오빠닭발,393983,525657
963,베스트빈 원주시청점,393891,526130
964,솔치송어횟집,417927,518556
965,COFFEEBAY 커피베이 단구점,395735,525362
966,밀향기,393820,523405
967,용족발용국수원주본점,395639,525349
968,래래반점 본점,393793,527367
969,전주식당,385399,529140
970,삼교리동치미막국수 태장점,396952,529160
971,불타는 삼겹살,395181,527325
972,도쿄라멘 원주단구점,395764,525338
973,가마치통닭 단구점,395817,524646
974,돈우리,394745,528367
975,펠리치타,399512,527530
976,투썸플레이스 원주시청점,393441,526516
977,정선골송어,384160,523312
978,기호네돌김치찌개,396976,535735
979,카페808,401498,518969
980,수미감자탕,389022,530137
981,너의인생참치,396436,524293
982,참치집,393832,526236
983,샐러디 원주혁신도시점,398570,524608
984,투썸플레이스 원주무실DT점,393603,525425
985,정가네가마솥삼계탕,395814,523923
986,더드림카페,395680,524598
987,황제해신탕,387256,532247
988,아늑한옥,407650,517613
989,또바기칼국수보쌈,396719,524956
990,컴포트,398511,524807
991,역전할머니맥주 원주단구점,396325,524420
992,커피달콩,395047,525074
993,일식코스 전문점 다이스끼,397274,524408
994,민병선부대찌개&닭볶음탕,398497,524877
995,엄마네컵밥,393652,525516
996,버니드롭,395656,527452
997,소와돈정육점식당,394955,524845
998,소문난삼계탕,400494,530693
999,그집떡볶이,396158,525309
1000,번트그린,396007,526149
1001,노랑물꼬기,394206,526075
1002,백운,392417,520450
1003,연안식당 원주행구점,397930,526699
1004,팔팔풍천민물장어,393759,527286
1005,더벤티 원주중앙점,395712,527437
1006,부지갱이밥상,385739,529160
1007,앙칼진 복만두,393298,526567
1008,신림짬뽕,406890,514527
1009,아름삼겹살,397059,526788
1010,은아식당,393391,525663
1011,아오야마식당,399253,525174
1012,대독장 원주점,398333,524650
1013,꼬지사께 원주우산점,394256,528845
1014,카페마운틴,397088,524334
1015,투존치킨 태장점,395683,531112
1016,도란도란2,394231,527990
1017,구석집,393762,527320
1018,보릿고개 본점,398161,524790
1019,미소부대찌개칡냉면,393796,526288
1020,맥주동산,394021,527453
1021,후계자정육참숯불구이,395983,527507
1022,돈사무소,396499,524347
1023,쉐프의부대찌개 원주무실점,394055,525730
1024,문막의밤,384349,523594
1025,감성미각,394076,524922
1026,미로시장 꿈,395693,527560
1027,장쓰김밥,392878,520956
1028,명인만두 원주단계점,393922,527408
1029,킬로그램 무실점,393846,526226
1030,노랑통닭 원주단구점,396375,524520
1031,청정153송어,396873,524488
1032,위치커피 원주개운점,396263,526715
1033,천도순대,394435,529542
1034,남부밥집,396095,526631
1035,카페 에프,392818,528025
1036,봉화산순대태장점,395747,531293
1037,엄마감자탕,395019,530237
1038,아빠손족발,393363,526418
1039,도영삼겹살,395125,525772
1040,명륜진사갈비 원주우산점,394259,528845
1041,시골보리밥,396426,526337
1042,치킨678 원주무실점,393741,526241
1043,인쌩맥주,394172,527307
1044,카페딕셔너리,391415,519891
1045,79대포 원주흥업점,393144,522281
1046,소담뜰 본점,391885,519021
1047,리쉬밀,389047,530116
1048,게랑회랑,397963,526727
1049,오리상회,400018,526176
1050,여우별,400946,527233
1051,원주보쌈왕족발,393747,526883
1052,수철이네왕새우튀김 원주무실점,393966,525798
1053,신통치킨,396420,528811
1054,짱면사무소,397013,526789
1055,헬로해장국,396854,524615
1056,완자네순대국,395977,527293
1057,구름공방 원주무실점,394102,525702
1058,문화정육식당,395981,525445
1059,하모니,400875,529146
1060,일고커피,395927,527395
1061,마약통닭,394234,526560
1062,또 다시 봄,393948,525690
1063,동아커피샵,394782,529569
1064,미소야 원주메가박스점,393980,527005
1065,청담생고기,393689,525568
1066,쉼표,400974,527254
1067,하루밥상,399491,525852
1068,도미노피자 원주점,395022,527496
1069,잔칫날전,398346,524800
1070,율식당,394516,527752
1071,터득골북샵,388851,518458
1072,미카도스시 원주무실점,393922,525958
1073,달콤커피 문막휴게소하행점,387629,525927
1074,닭공장,394205,525589
1075,오늘도 족발생각,396767,524373
1076,우리동네국수집,393987,525824
1077,귀래집,396163,526788
1078,뽕잎사랑 원주혁신점,398367,524633
1079,선미네손두부,399085,532753
1080,가마솥설원순대국 원주기업도시본점,389368,530154
1081,강창구찹쌀진순대 원주단계점,394579,528437
1082,더벤티 단계점,393725,527278
1083,양평원조해장국,399169,526742
1084,춘자네아구찜,393172,525830
1085,33떡볶이 봉산점,397185,526628
1086,카페바바,395330,524619
1087,Brun T,393012,524534
1088,포장마차1986,394218,527109
1089,제주오라방,398426,524883
1090,작은식당안,396649,523674
1091,박군자진주냉면,393323,527538
1092,순이 칼국수,393110,522231
1093,양화로양고기,394230,525557
1094,예지현,395919,526162
1095,이디야커피 원주무실점,393670,526152
1096,터닝페이지,393426,526360
1097,쉐프의부대찌개 원주혁신도시점,398570,524608
1098,라무진 원주점,394086,525634
1099,족돌이 족발전문점,385069,524708
1100,고릴라떡볶이,393967,527413
1101,처갓집양념치킨 단관점,397011,524003
1102,우주라이크커피 원주남부시장점,396015,526420
1103,횡성한우곱창알천,393632,527527
1104,개성집원주점,394185,525481
1105,인생역전,394261,526208
1106,총각회수산,394334,526288
1107,솔터닭갈비,394030,525620
1108,주문진막국수,393298,526567
1109,쿠우쿠우 원주점,394064,525831
1110,요거프레소 원주한라비발디점,394221,528861
1111,치킨마루 구곡명륜점,394919,524828
1112,오로지김밥,397696,526587
1113,본죽 원주우산점,394595,529611
1114,쟈스민흥업점,392341,520125
1115,소도고기뷔페,393673,525542
1116,33떡볶이 원주점,393965,525730
1117,호반닭갈비,399190,525282
1118,명일김등순,396639,525082
1119,주문진삼삼해물찜,395649,526063
1120,커피베이 원주무실점,393339,525730
1121,한정식송향,400879,526981
1122,듀렛,398617,524956
1123,청정고을순대,395722,525913
1124,소소한포차,396030,525627
1125,횡성더덕밥김가,398630,526765
1126,돈워리비해피원주무실점,393817,526248
1127,밥알이밥통칠때,395138,527509
1128,담소,401181,526991
1129,한솥도시락 원주명륜남부점,396108,526651
1130,원스커피,397734,526553
1131,번개분식,396458,527279
1132,구이닭연구소 그리고 국물연구소,392236,519619
1133,3대평창순두부,392313,520118
1134,큰언니순대국,391850,518745
1135,능소호두과자,393391,526503
1136,봄내,400683,528064
1137,원주레일카페,385758,529061
1138,청객잔,394055,525730
1139,굽네치킨 원주단구점,396183,524276
1140,할멈숨두부,394241,527417
1141,더벤티 원주무실점,394055,525730
1142,한돈가 단구천매점,394967,524695
1143,원주뼈대있는짬뽕,396976,526857
1144,풀잎한식뷔페,396358,526676
1145,야미마라탕,398418,524851
1146,바다래해물찜,395679,531591
1147,카페구트,396954,523839
1148,플레이스38 연세대미래캠퍼스점,392277,519691
1149,밀플랜비 상지대점,394436,529799
1150,대박짬뽕,395064,525867
1151,대산순대국,394342,526406
1152,오메가생선구이,394055,525730
1153,세자매동태알탕,396121,526669
1154,까치기계우동,394833,530013
1155,어사또왕족발,395358,524326
1156,민혁이네외국포차 원주단계점,393621,527421
1157,돌탑갈비,396535,526792
1158,순이네횟집,395743,531165
1159,윤가네한식뷔페,389191,530193
1160,죠샌드위치 원주혁신도시점,398266,524740
1161,마르코,400866,528310
1162,명동칼국수 치악휴게소상행점,404516,517212
1163,르매지,392036,519449
1164,밋미,393343,525602
1165,오땡포차,394698,529727
1166,카페 창,396762,526369
1167,공차 원주단계점,394189,527081
1168,치요남치킨 원주단구점,396115,525282
1169,군산오징어 원주무실점,394005,525877
1170,우렁이쌈밥,396766,523982
1171,솔샘꼬마김밥,393925,525503
1172,대박감자탕,396085,527311
1173,딜라이트커피랩,393602,527411
1174,욕심장어,385606,534572
1175,천마산막국수,384091,522819
1176,서울야식,395619,531389
1177,롤링스톤,393965,525730
1178,솔나무 막국수,385802,534464
1179,명륜진사갈비 원주기업도시점,389158,530265
1180,놀부부대찌개 원주무실부대점,393924,525828
1181,전주팔미콩나물국밥,393959,525627
1182,가마치통닭 강원본점,395942,525501
1183,만낭포식당,387147,526496
1184,곱창백화점 원주학성점,395147,528167
1185,스테이크보스 원주무실2지구점,393922,525765
1186,그라도,393546,527484
1187,진땡이순대국,392722,523495
1188,충만치킨 원주혁신점,399139,525083
1189,태권치킨 행구점,397756,526577
1190,멕시카나치킨 무실중앙점,393966,525798
1191,카페공감 원주반곡점,397111,526438
1192,모코롱,395693,527560
1193,태영생막창 단계점,393611,527588
1194,조부자매운순대가 원주점,393924,525828
1195,교동빵카페,395623,526408
1196,카페틔움,395065,528081
1197,소양강민물매운탕,395056,525029
1198,딸바보네,394587,521890
1199,카페라온,390152,507631
1200,홍루이젠 원주혁신점,398420,524616
1201,천우,394794,529996
1202,울엄마밥상,383099,522381
1203,홍루이젠 원주단구동점,395661,525334
1204,태능숯불갈비,395334,525068
1205,커피반하나,395757,525917
1206,광화문갈비,393987,525824
1207,송어회랑 능이삼계탕,399795,530383
1208,수숯불직화꼬치,394290,528862
1209,일호감자탕 봉화산점,393616,527573
1210,울엄마닭발,396453,526340
1211,빵앗간,393665,527791
1212,길리,393642,526344
1213,벌교꼬막비빔밥,399222,525288
1214,아리램,394005,525877
1215,왕감자,396541,524664
1216,라바니,397919,524228
1217,혜원이네포차,396386,526448
1218,백반전문점,395443,527945
1219,문,395693,527560
1220,김가네보리밥전문점,392415,520378
1221,수근이네포차,393447,525647
1222,담담정,395693,527560
1223,스타벅스 원주무실점,394014,525685
1224,배달5삼겹,394211,527376
1225,딸부자꼬마김밥집태장1동점,396304,528182
1226,긴뿔달린토끼,393791,526079
1227,고깃집,393605,527453
1228,쏭스핫도그 원주일산점,395557,527582
1229,홍익궁중전통육개장 원주혁신점,399101,525011
1230,남산고기집,395546,526672
1231,량,393966,525798
1232,동춘각,388998,530126
1233,59쌀피자 흥업점,393082,521814
1234,하늘금,401238,526767
1235,카페쿱드림,395525,527685
1236,60계 원주단계점,393725,527278
1237,달봉이네 양념집,393087,525883
1238,본앤본죽 단계점,393885,527142
1239,스푼더마켓 원주혁신점,398971,525115
1240,고바우 해장국,393899,527130
1241,명태촌,393673,525542
1242,꾸미꾸미 원주점,397186,526701
1243,모모의찻잔,395462,525045
1244,마망스아뜰리에,395025,524952
1245,60계 원주태장우산점,395655,531103
1246,횡성촌놈생고기,393780,526208
1247,부산자갈치생선구이,395255,524231
1248,장터감자탕,383885,522718
1249,베니니,398302,524672
1250,돈갈매기(행구점),397712,526586
1251,자성화맛집코다리네 원주행구점,398913,526830
1252,귀래감자탕,389923,507542
1253,더카페 원주혁신점,398971,525115
1254,정성오향족발,389277,530165
1255,아라비 일산점,395348,527588
1256,행구치킨호프,400494,526819
1257,황소마을식육점,395150,525528
1258,맛찬들왕소금구이 원주무실점,393714,525592
1259,카페부르봉,396758,523767
1260,창하반점,388987,530101
1261,주언니,395921,525494
1262,송학순대국단계점,394137,527352
1263,두찜 원주혁신점,398507,524951
1264,발아커피,396114,526578
1265,카페소볼,396129,525199
1266,푸라닭 원주단구관설점,396596,525229
1267,대가락,392908,526243
1268,명랑핫도그 원주중앙점,395661,527561
1269,대박수산,395475,525559
1270,장가네밥심,385247,525567
1271,예향정 무실동점,393785,526276
1272,권가네육개장,396376,524452
1273,푸줏간,396453,524637
1274,셀렉토커피 원주흥업점,393110,522231
1275,Rodem Espresso,396352,524794
1276,카페아인,384184,523232
1277,동화속게장정식,386632,524689
1278,미가스시 기업도시점,389654,530383
1279,땡기요 단구점,396499,525013
1280,준식당돈까스,394599,527102
1281,제주도야지 단구점,395989,525525
1282,카페데일리,386243,529468
1283,두끼즉석떡볶이 무한리필뷔페,393877,525695
1284,커피빈 원주AK플라자점,393784,527081
1285,승창식당,395372,526798
1286,COUP COFFEE,394580,527086
1287,백운집식당,395973,527385
1288,꽃 삼겹살 꽃도락,395875,531275
1289,미루,398512,524723
1290,반곡역한우 원주반곡혁신점,399608,524903
1291,대구통닭 혁신점,398256,524705
1292,운채세번째이야기,400728,526531
1293,강정구의피자생각 원주점,395256,525480
1294,2004즉석떡볶이,393193,522438
1295,커피스푼,389720,530454
1296,12안젤로,393719,527319
1297,예미,395693,527560
1298,대구통닭 단구관설점,396567,524400
1299,중앙통닭,395520,527645
1300,미라클5.5,393437,525730
1301,평창막국수,396258,531560
1302,더뷰,392257,519689
1303,풍미식당무실점,393834,525663
1304,레인보우,401443,527444
1305,역전우동0410 원주단계점,394068,527097
1306,이석민피자문막점,385201,524404
1307,삼삼한구이집,393644,527483
1308,거福,395300,525070
1309,한소야,394235,527325
1310,오산조은참치 원주원동점,394998,526734
1311,명가횟집,407444,514152
1312,심명애손두부,394982,524875
1313,꼬꼬머꼬 매지연세점,392282,519727
1314,우리우동집,395945,531302
1315,수가성 순두부,393080,522164
1316,계동치킨 문막점,385055,524689
1317,제우스,395656,527648
1318,대로포차,394211,528211
1319,나인아울스,399136,525145
1320,곱창에 소주한잔,388941,531119
1321,우노,394293,527330
1322,박차닭갈비,395280,525014
1323,참숯골,393930,527123
1324,돈까스마을,395656,527648
1325,장금이감자탕 삼광택지점,397201,526702
1326,가마솥황골마당,399768,530722
1327,다래순대,395837,530274
1328,요일또감자탕우거지해장국,385470,524452
1329,라이코스,396182,525787
1330,일송정숯불갈비,396382,526624
1331,문막추어탕,385360,524047
1332,동강추어탕,396696,523794
1333,신성손칼국수,394772,529958
1334,황둔원조찐빵,417233,517776
1335,송어무한리필,401280,536745
1336,퓨전포차틈새,395999,525583
1337,닭갈비뻐꾸기가게,394988,526502
1338,흥부네막국수,394808,521740
1339,페리카나 단관점,396873,524118
1340,아랑카페,377952,511919
1341,작은먹거리,393983,527036
1342,명륜진사갈비 원주무실점,393476,525626
1343,굿주스,391885,519021
1344,우리가,394606,533353
1345,진미숯불구이,395191,526558
1346,장수촌 원주행구점,400481,527723
1347,둔내화로구이,395576,527786
1348,번개大반점 단구점,395523,525333
1349,샛별맛짜장,394830,528361
1350,춘천닭갈비 일산동본점,395607,527344
1351,명품한우한돈,394266,527441
1352,피자헛 원주태장점,395598,531210
1353,송박사부대찌개,396360,524595
1354,들말촌영양돌솥밥,398348,531851
1355,승오한우,398385,524836
1356,진천해장국,391378,528084
1357,프레임,391054,524589
1358,조선돼지갈비본점,396912,524360
1359,선진삼겹살곱창 분점,394642,527000
1360,성원순대,393055,522252
1361,치킨매니아 단관점,396183,524276
1362,황둔찐빵,417230,517812
1363,무샤 혁신점,397934,524202
1364,7번가피자 기업도시점,389257,530649
1365,아름삼계탕,396046,527684
1366,천사곱창 단계점,394189,527081
1367,팔공티단구점,395701,525390
1368,원조일미집,393952,527340
1369,서강염소탕,395073,525064
1370,광어한마리9900원 원주점,393360,525761
1371,까페예그리나,395246,526508
1372,국수몬원주본점,397261,526675
1373,신스14,400783,528283
1374,흑돼지삼백식당 오크밸리점,385572,534565
1375,동강어죽,392070,520194
1376,로데오식당,395601,527403
1377,참샘커피,396180,526253
1378,칙스,392328,519758
1379,동해동태찜전문점,394467,528339
1380,카페 킵인터치,394507,529785
1381,가보자토종순대국밥,385470,524452
1382,원조개성손만두,394353,526764
1383,선희네식당,394497,528359
1384,지가네전주식백반,395959,527444
1385,영화은마차,395957,527646
1386,향온,407475,514086
1387,짱돈까스,395656,527648
1388,미가참치단계점,394069,527399
1389,부산광안리횟집,393958,527102
1390,일호감자탕 단계점,393979,527288
1391,칠칠켄터키 원주단계점,394190,527265
1392,세홍야식,396773,524937
1393,소고집,397136,526725
1394,중화요리 차이나,393381,525648
1395,천진함흥냉면,394335,528253
1396,대학원,392269,522605
1397,반올림피자샵 원주점,394293,527317
1398,달,395646,530896
1399,골목닭갈비,395069,525891
1400,장안집곱창,393955,527482
1401,만나찌개랑고기랑,384117,523319
1402,통영고등어회,397035,526724
1403,다산식당,395931,527412
1404,피자알볼로 원주1호점,396151,526876
1405,효춘천닭갈비태장점,396023,531395
1406,뚜레쥬르 원주중앙점,395651,527557
1407,뚜레쥬르 원주상지대점,394590,529774
1408,카페 레브,394498,529529
1409,참숯생뒷고기,397107,524384
1410,팔도포차,394221,528861
1411,에루화,395062,524549
1412,명동칼국수 문막휴게소 강릉방향,387629,525927
1413,우동 문막휴게소 강릉방향,387629,525927
1414,밥사랑,395264,525404
1415,빅타임,396180,530292
1416,문막막국수,384089,522884
1417,원주남원추어탕,396759,525219
1418,딸부자꼬마김밥 관설점,396721,523711
1419,커피라구,398922,524983
1420,행복한 떡볶이,396763,529117
1421,포베이 기업점,389361,530276
1422,도야지상회,398488,524844
1423,아메르,393833,525994
1424,엄마밥,396749,526353
1425,복도참치,398376,524932
1426,또래오래 일산학성점,395880,527405
1427,장인족발 원주본점,393438,525699
1428,굽네치킨 원주무실점,393618,526368
1429,밤나무집,404778,535051
1430,규짱카츠,398463,524865
1431,한방서원갈비,394308,525542
1432,원주식당,393372,525636
1433,찌개공방,394100,527438
1434,국수가,394199,527584
1435,양반네,393967,527163
1436,추억의연탄불고기,391959,519286
1437,구이마당,395108,525826
1438,삼정숯불구이,395224,524992
1439,가마솥손두부,395040,525100
1440,둥지본가,401301,519238
1441,아다미 단계점,394078,526877
1442,나우구이집,394778,529599
1443,전천래오리닭곰탕,394307,527377
1444,해운대일식 횟집,394132,527281
1445,대복추어탕,397074,524354
1446,초원칼국수,396699,527199
1447,흥업둥지,392304,522539
1448,강림통나무집,397118,526733
1449,기와집,392426,520423
1450,곱창에 소주한잔,397233,524187
1451,대구집,394868,529344
1452,저녁에구이,395443,527090
1453,김밥나라도영점,395125,525772
1454,구들장,396039,526565
1455,개성집 기업도시점,388963,531161
1456,북촌,401068,526954
1457,딘,393718,527312
1458,북촌육회,395669,530919
1459,빅쭌부대찌개 문막점,385448,525889
1460,The홍,395213,524520
1461,36페이지,397456,530052
1462,만랩커피 원주태장점,395558,531101
1463,103바지락 손 칼국수와 49고기냉면,398049,526677
1464,카페다옴,395176,527313
1465,비에뜨반미 원주터미널점,394189,527081
1466,만사성,394310,527850
1467,단관택지청정고을순대,396368,524482
1468,김밥천국단계성원점,394927,526648
1469,응급실국물떡볶이 원주기업도시점,389408,530214
1470,대관령양꼬치,394081,527323
1471,우드스탁,395991,531394
1472,로띠번,396732,525886
1473,소도스시,396541,524340
1474,옥봉한우해장국,396741,524896
1475,흥양해물순두부,397998,531282
1476,황토진흙오리구이,396457,524248
1477,변정환이네철판구이,395105,524690
1478,포대인 대구막창,397165,526703
1479,도미노피자 원주명륜점,395905,526331
1480,달빛싸롱,397031,526737
1481,본가황둔웰빙쌀찐빵,417214,517809
1482,대구허군숯불막창,389001,530312
1483,바우로스터리카페,392916,528001
1484,친친,397034,526232
1485,청년다방 원주단구점,395663,525422
1486,마라내음 원주점,394561,529750
1487,불맛Story,395699,527194
1488,향원지짐이,397045,526774
1489,흥업묵집,392943,521905
1490,다온냉면,394874,529846
1491,옛날우거지추어탕,395943,531332
1492,대청감자탕,394557,529410
1493,우림숯불닭갈비,394943,524941
1494,수암가든,399627,532523
1495,회령순대,396382,525338
1496,청솔보리밥,394885,521595
1497,더커피클럽,395120,524307
1498,우성정육점숯불구이,395631,525364
1499,궁중누룽지백숙,400431,519951
1500,육간소 정육식당,396469,524275
1501,갤러리,395127,525211
1502,밤도깨비&보뱅이,397166,526684
1503,무실왕솥뚜껑삼겹살,393356,525594
1504,길카페,401124,526974
1505,장상철 유명숯불갈비,395827,531270
1506,훈CORPS,396485,524411
1507,개건너이사왔네,391965,521469
1508,양평다호해장국,396695,523965
1509,대부도해물칼국수,396898,524304
1510,누리식당,396388,527345
1511,신사동차돌박이,396083,527164
1512,골목맥주,392190,519656
1513,퀸즈비어,396502,524445
1514,괴강매운탕,397830,526264
1515,한솥도시락 원주연대점,392248,519714
1516,놀부만두김밥,396006,526318
1517,평양초계탕막국수,396954,524933
1518,포대인막창,394818,530019
1519,다진곰탕,395654,531453
1520,쪽쪽뼈다귀해장국,392329,519805
1521,국진식당,395221,525104
1522,고둔치솔가,401368,526935
1523,소리개,395605,526982
1524,시골집,385285,529314
1525,산전수전,396452,524511
1526,교촌치킨 일산점,395180,526872
1527,고기마루,395693,527560
1528,봉달이네피자치킨,394597,529506
1529,파리바게뜨 원주무실점,393819,526047
1530,Rose Bean,382292,518312
1531,샤브리안원주점,395835,526294
1532,미운오리새끼,396805,526323
1533,치킨플러스 원주단계점,394176,527516
1534,짬뽕타운 본점,399935,520300
1535,파리바게뜨 원주남부점,396158,526720
1536,국대떡볶이 오크밸리점,383282,533995
1537,가마치통닭 원주 중앙점,395727,527620
1538,간식서랍,399169,525158
1539,엘마리아치커피랩,396344,526348
1540,땅스부대찌개 원주중앙시장점,395766,527667
1541,치악인터네셔날,390502,527104
1542,대동집 원주단계점,394201,527208
1543,임창정의모서리족발 원주기업도시점,388963,531161
1544,륭림닭발 단계점,394221,527142
1545,동원참나무숯불구이,396590,526376
1546,섬강막국수,385592,524706
1547,복돼지짜글짜글이,394207,527520
1548,굴뚝,404210,517412
1549,본가두루치기,397024,526745
1550,태기산막국수,398231,531874
1551,착한닭갈비,393777,527535
1552,미리원,395588,527088
1553,또또지짐이,396454,525278
1554,천매막국수,395357,524328
1555,천지흑염소,405355,537088
1556,프로치킨,407302,514226
1557,교촌치킨 개운점,396587,526585
1558,석경칼국수,400891,528306
1559,만석갈비,396546,524325
1560,미소푸드,394228,526546
1561,자금성,393948,527402
1562,두찜 원주기업도시점,388963,531161
1563,낙원탭룸,395603,527434
1564,힐링캠프,396428,524394
1565,스테인리스,393905,527193
1566,대구반야월막창(문막점),385074,524572
1567,싱싱바다회,396522,524385
1568,또봉이통닭 원주 태장점,396419,528406
1569,다래순대,385177,524601
1570,선진식당,395621,531096
1571,돌판위에삼겹살,394588,529582
1572,골방커피,394297,527420
1573,페리카나 자유점,395629,527702
1574,늘해랑감자탕,396518,524277
1575,행구동부침,396163,526788
1576,해자매의냄비닭발,394001,527299
1577,신주몽실내포차,397346,526684
1578,돈덕한흥업순대,395855,525723
1579,통나무오리,392979,521172
1580,원주서서갈비,393372,525676
1581,엄마네돈가스,395642,527584
1582,먹보닭갈비,396555,526350
1583,남원주기사식당,393304,524922
1584,착한한우,396444,524623
1585,안양집,389001,530312
1586,백천가든,407436,519304
1587,카페안나,408156,512390
1588,무드인소울2,394247,527130
1589,이귀남안동찜닭 원주본점,395213,525096
1590,태양닭갈비,396371,524421
1591,달팽이해장국,395191,526558
1592,라이브,394291,526210
1593,죽이야기 단구점,396351,524551
1594,택이포차,394913,529972
1595,처갓집양념치킨태장소초점,398108,531450
1596,백산숯불갈비,396462,524363
1597,중화차이린,395373,527969
1598,고산황토오리구이,393296,539380
1599,차이나먹거리,395204,525175
1600,광릉불고기,395154,530269
1601,김밥나라 봉산점,397360,526683
1602,와글바글감자탕,394599,527061
1603,바로커치킨,392159,519561
1604,페리카나 단계택지점,394165,527566
1605,서울녹각삼계탕,394273,527605
1606,대성왕만두,394163,527645
1607,지코바 단계점,394193,527408
1608,우연닭갈비,395011,530233
1609,정)솥뚜껑삼겹살,394198,527329
1610,소당삼겹살,394157,527492
1611,우돈집,396397,526697
1612,석탑본점,396863,526178
1613,청정고을순대,396743,524893
1614,돈까스식당,394866,529813
